country,continent,week_start,new_cases,new_deaths,new_cases_per_M,new_deaths_per_M
Australia,Oceania,2019-12-30,0,0,0.0,0.0
Australia,Oceania,2020-01-06,0,0,0.0,0.0
Australia,Oceania,2020-01-13,0,0,0.0,0.0
Australia,Oceania,2020-01-20,4,0,0.15,0.0
Australia,Oceania,2020-01-27,8,0,0.31,0.0
Australia,Oceania,2020-02-03,3,0,0.11,0.0
Australia,Oceania,2020-02-10,0,0,0.0,0.0
Australia,Oceania,2020-02-17,7,0,0.27,0.0
Australia,Oceania,2020-02-24,3,0,0.11,0.0
Australia,Oceania,2020-03-02,45,4,1.72,0.153
Australia,Oceania,2020-03-09,179,3,6.84,0.115
Australia,Oceania,2020-03-16,832,2,31.78,0.076
Australia,Oceania,2020-03-23,2728,7,104.21,0.267
Australia,Oceania,2020-03-30,1826,20,69.75,0.764
Australia,Oceania,2020-04-06,654,25,24.98,0.955
Australia,Oceania,2020-04-13,297,12,11.35,0.458
Australia,Oceania,2020-04-20,117,12,4.47,0.458
Australia,Oceania,2020-04-27,80,14,3.06,0.535
Australia,Oceania,2020-05-04,146,2,5.58,0.076
Australia,Oceania,2020-05-11,107,2,4.09,0.076
Australia,Oceania,2020-05-18,70,4,2.67,0.153
Australia,Oceania,2020-05-25,79,0,3.02,0.0
Australia,Oceania,2020-06-01,70,0,2.67,0.0
Australia,Oceania,2020-06-08,47,0,1.8,0.0
Australia,Oceania,2020-06-15,134,0,5.12,0.0
Australia,Oceania,2020-06-22,205,1,7.83,0.038
Australia,Oceania,2020-06-29,721,1,27.54,0.038
Australia,Oceania,2020-07-06,1191,4,45.5,0.153
Australia,Oceania,2020-07-13,1888,16,72.12,0.611
Australia,Oceania,2020-07-20,2509,45,95.85,1.719
Australia,Oceania,2020-07-27,3332,95,127.29,3.629
Australia,Oceania,2020-08-03,3416,106,130.49,4.049
Australia,Oceania,2020-08-10,2337,138,89.28,5.272
Australia,Oceania,2020-08-17,1567,114,59.86,4.355
Australia,Oceania,2020-08-24,945,97,36.1,3.705
Australia,Oceania,2020-08-31,660,58,25.21,2.216
Australia,Oceania,2020-09-07,400,46,15.28,1.757
Australia,Oceania,2020-09-14,278,36,10.62,1.375
Australia,Oceania,2020-09-21,131,23,5.0,0.879
Australia,Oceania,2020-09-28,105,19,4.01,0.726
Australia,Oceania,2020-10-05,123,5,4.7,0.191
Australia,Oceania,2020-10-12,139,1,5.31,0.038
Australia,Oceania,2020-10-19,116,2,4.43,0.076
Australia,Oceania,2020-10-26,91,0,3.48,0.0
Australia,Oceania,2020-11-02,62,0,2.37,0.0
Australia,Oceania,2020-11-09,59,3,2.25,0.115
Australia,Oceania,2020-11-16,96,0,3.67,0.0
Australia,Oceania,2020-11-23,78,1,2.98,0.038
Australia,Oceania,2020-11-30,71,1,2.71,0.038
Australia,Oceania,2020-12-07,69,0,2.64,0.0
Australia,Oceania,2020-12-14,103,0,3.93,0.0
Australia,Oceania,2020-12-21,168,1,6.42,0.038
Australia,Oceania,2020-12-28,187,2,7.14,0.076
Australia,Oceania,2021-01-04,112,0,4.28,0.0
Australia,Oceania,2021-01-11,113,1,4.32,0.038
Australia,Oceania,2021-01-18,58,0,2.22,0.0
Australia,Oceania,2021-01-25,45,0,1.72,0.0
Australia,Oceania,2021-02-01,39,0,1.49,0.0
Australia,Oceania,2021-02-08,48,0,1.83,0.0
Australia,Oceania,2021-02-15,28,1,1.07,0.038
Australia,Oceania,2021-02-22,44,0,1.68,0.0
Australia,Oceania,2021-03-01,67,0,2.56,0.0
Australia,Oceania,2021-03-08,80,1,3.06,0.038
Australia,Oceania,2021-03-15,79,0,3.02,0.0
Australia,Oceania,2021-03-22,64,0,2.44,0.0
Australia,Oceania,2021-03-29,88,1,3.36,0.038
Australia,Oceania,2021-04-05,57,0,2.18,0.0
Australia,Oceania,2021-04-12,114,2,4.35,0.076
Australia,Oceania,2021-04-19,147,0,5.62,0.0
Australia,Oceania,2021-04-26,160,0,6.11,0.0
Australia,Oceania,2021-05-03,97,0,3.71,0.0
Australia,Oceania,2021-05-10,52,0,1.99,0.0
Australia,Oceania,2021-05-17,36,0,1.38,0.0
Australia,Oceania,2021-05-24,87,0,3.32,0.0
Australia,Oceania,2021-05-31,357,0,13.64,0.0
Australia,Oceania,2021-06-07,58,0,2.22,0.0
Australia,Oceania,2021-06-14,87,0,3.32,0.0
Australia,Oceania,2021-06-21,235,0,8.98,0.0
Australia,Oceania,2021-06-28,276,0,10.54,0.0
Australia,Oceania,2021-07-05,549,2,20.97,0.076
Australia,Oceania,2021-07-12,875,5,33.43,0.191
Australia,Oceania,2021-07-19,1260,5,48.13,0.191
Australia,Oceania,2021-07-26,1667,7,63.68,0.267
Australia,Oceania,2021-08-02,2313,16,88.36,0.611
Australia,Oceania,2021-08-09,3613,27,138.02,1.031
Australia,Oceania,2021-08-16,6133,22,234.29,0.84
Australia,Oceania,2021-08-23,8140,20,310.96,0.764
Australia,Oceania,2021-08-30,11094,52,423.8,1.986
Australia,Oceania,2021-09-06,12596,56,481.18,2.139
Australia,Oceania,2021-09-13,12301,77,469.91,2.941
Australia,Oceania,2021-09-20,12498,95,477.43,3.629
Australia,Oceania,2021-09-27,15401,110,588.33,4.202
Australia,Oceania,2021-10-04,15281,119,583.75,4.546
Australia,Oceania,2021-10-11,15347,105,586.27,4.011
Australia,Oceania,2021-10-18,13759,108,525.61,4.126
Australia,Oceania,2021-10-25,10046,112,383.77,4.278
Australia,Oceania,2021-11-01,9666,97,369.25,3.705
Australia,Oceania,2021-11-08,8701,66,332.39,2.521
Australia,Oceania,2021-11-15,9330,81,356.41,3.094
Australia,Oceania,2021-11-22,9744,56,372.23,2.139
Australia,Oceania,2021-11-29,10526,52,402.1,1.986
Australia,Oceania,2021-12-06,13403,36,512.01,1.375
Australia,Oceania,2021-12-13,31489,54,1202.91,2.063
Australia,Oceania,2021-12-20,99764,69,3811.07,2.636
Australia,Oceania,2021-12-27,289614,103,11063.51,3.935
Australia,Oceania,2022-01-03,588813,219,22493.17,8.366
Australia,Oceania,2022-01-10,462325,440,17661.22,16.808
Australia,Oceania,2022-01-17,347960,660,13292.38,25.213
Australia,Oceania,2022-01-24,267817,670,10230.84,25.595
Australia,Oceania,2022-01-31,201112,581,7682.65,22.195
Australia,Oceania,2022-02-07,171754,436,6561.15,16.656
Australia,Oceania,2022-02-14,160429,324,6128.53,12.377
Australia,Oceania,2022-02-21,160402,242,6127.5,9.245
Australia,Oceania,2022-02-28,195717,151,7476.56,5.768
Australia,Oceania,2022-03-07,241848,140,9238.81,5.348
Australia,Oceania,2022-03-14,327240,139,12500.85,5.31
Australia,Oceania,2022-03-21,385762,149,14736.45,5.692
Australia,Oceania,2022-03-28,395982,200,15126.86,7.64
Australia,Oceania,2022-04-04,359765,198,13743.34,7.564
Australia,Oceania,2022-04-11,306184,250,11696.5,9.55
Australia,Oceania,2022-04-18,289282,315,11050.83,12.033
Australia,Oceania,2022-04-25,272054,295,10392.7,11.269
Australia,Oceania,2022-05-02,304061,315,11615.4,12.033
Australia,Oceania,2022-05-09,350375,339,13384.63,12.95
Australia,Oceania,2022-05-16,311716,317,11907.82,12.11
Australia,Oceania,2022-05-23,240429,344,9184.6,13.141
Australia,Oceania,2022-05-30,199964,375,7638.8,14.325
Australia,Oceania,2022-06-06,184472,331,7046.99,12.644
Australia,Oceania,2022-06-13,191043,344,7298.01,13.141
Australia,Oceania,2022-06-20,204308,324,7804.74,12.377
Australia,Oceania,2022-06-27,0,344,0.0,13.141
Australia,Oceania,2022-07-04,243697,400,9309.44,15.28
Australia,Oceania,2022-07-11,271605,451,10375.55,17.229
Australia,Oceania,2022-07-18,303029,607,11575.97,23.188
Australia,Oceania,2022-07-25,319779,618,12215.84,23.608
Australia,Oceania,2022-08-01,259334,603,9906.79,23.035
Australia,Oceania,2022-08-08,200397,526,7655.34,20.094
Australia,Oceania,2022-08-15,139178,375,5316.72,14.325
Australia,Oceania,2022-08-22,103184,329,3941.72,12.568
Australia,Oceania,2022-08-29,79985,240,3055.5,9.168
Australia,Oceania,2022-09-05,63392,214,2421.63,8.175
Australia,Oceania,2022-09-12,51273,184,1958.67,7.029
Australia,Oceania,2022-09-19,43401,147,1657.96,5.616
Australia,Oceania,2022-09-26,37578,113,1435.51,4.317
Australia,Oceania,2022-10-03,38674,102,1477.38,3.896
Australia,Oceania,2022-10-10,31327,74,1196.72,2.827
Australia,Oceania,2022-10-17,29620,103,1131.51,3.935
Australia,Oceania,2022-10-24,30363,85,1159.89,3.247
Australia,Oceania,2022-10-31,35763,111,1366.18,4.24
Australia,Oceania,2022-11-07,52310,116,1998.29,4.431
Australia,Oceania,2022-11-14,73573,154,2810.55,5.883
Australia,Oceania,2022-11-21,83407,178,3186.22,6.8
Australia,Oceania,2022-11-28,97897,259,3739.75,9.894
Australia,Oceania,2022-12-05,107902,272,4121.95,10.391
Australia,Oceania,2022-12-12,112016,299,4279.11,11.422
Australia,Oceania,2022-12-19,108322,334,4138.0,12.759
Australia,Oceania,2022-12-26,91518,1094,3496.07,41.792
Australia,Oceania,2023-01-02,86989,0,3323.06,0.0
Australia,Oceania,2023-01-09,46003,0,1757.35,0.0
Australia,Oceania,2023-01-16,30909,0,1180.75,0.0
Australia,Oceania,2023-01-23,22041,0,841.99,0.0
Australia,Oceania,2023-01-30,18922,1161,722.84,44.351
Australia,Oceania,2023-02-06,17067,96,651.97,3.667
Australia,Oceania,2023-02-13,17927,89,684.83,3.4
Australia,Oceania,2023-02-20,17814,90,680.51,3.438
Australia,Oceania,2023-02-27,18262,78,697.62,2.98
Australia,Oceania,2023-03-06,19780,78,755.61,2.98
Australia,Oceania,2023-03-13,21681,88,828.23,3.362
Australia,Oceania,2023-03-20,23014,93,879.15,3.553
Australia,Oceania,2023-03-27,25521,103,974.92,3.935
Australia,Oceania,2023-04-03,27650,123,1056.25,4.699
Australia,Oceania,2023-04-10,27055,131,1033.52,5.004
Australia,Oceania,2023-04-17,29966,146,1144.73,5.577
Australia,Oceania,2023-04-24,29431,155,1124.29,5.921
Australia,Oceania,2023-05-01,0,0,0.0,0.0
Brazil,South America,2019-12-30,0,0,0.0,0.0
Brazil,South America,2020-01-06,0,0,0.0,0.0
Brazil,South America,2020-01-13,0,0,0.0,0.0
Brazil,South America,2020-01-20,0,0,0.0,0.0
Brazil,South America,2020-01-27,0,0,0.0,0.0
Brazil,South America,2020-02-03,0,0,0.0,0.0
Brazil,South America,2020-02-10,0,0,0.0,0.0
Brazil,South America,2020-02-17,0,0,0.0,0.0
Brazil,South America,2020-02-24,1,0,0.0,0.0
Brazil,South America,2020-03-02,12,0,0.06,0.0
Brazil,South America,2020-03-09,71,0,0.33,0.0
Brazil,South America,2020-03-16,820,11,3.81,0.051
Brazil,South America,2020-03-23,2513,81,11.67,0.376
Brazil,South America,2020-03-30,5639,267,26.19,1.24
Brazil,South America,2020-04-06,10582,697,49.15,3.237
Brazil,South America,2020-04-13,14044,1085,65.23,5.039
Brazil,South America,2020-04-20,19313,1529,89.7,7.101
Brazil,South America,2020-04-27,38594,2659,179.25,12.349
Brazil,South America,2020-05-04,53739,3568,249.58,16.571
Brazil,South America,2020-05-11,72895,4920,338.55,22.85
Brazil,South America,2020-05-18,112667,6231,523.27,28.939
Brazil,South America,2020-05-25,134276,6830,623.63,31.721
Brazil,South America,2020-06-01,180605,7148,838.8,33.198
Brazil,South America,2020-06-08,183039,6802,850.1,31.591
Brazil,South America,2020-06-15,204103,7126,947.93,33.096
Brazil,South America,2020-06-22,242061,7007,1124.23,32.543
Brazil,South America,2020-06-29,264107,7213,1226.62,33.5
Brazil,South America,2020-07-06,261746,7224,1215.65,33.551
Brazil,South America,2020-07-13,245501,7453,1140.2,34.615
Brazil,South America,2020-07-20,297038,7387,1379.56,34.308
Brazil,South America,2020-07-27,319119,7237,1482.11,33.611
Brazil,South America,2020-08-03,299957,7097,1393.12,32.961
Brazil,South America,2020-08-10,313078,6951,1454.06,32.283
Brazil,South America,2020-08-17,256810,6835,1192.73,31.744
Brazil,South America,2020-08-24,272473,6146,1265.47,28.544
Brazil,South America,2020-08-31,288029,6017,1337.72,27.945
Brazil,South America,2020-09-07,189332,4875,879.33,22.641
Brazil,South America,2020-09-14,213019,5397,989.34,25.066
Brazil,South America,2020-09-21,194430,4744,903.01,22.033
Brazil,South America,2020-09-28,190910,4851,886.66,22.53
Brazil,South America,2020-10-05,175365,4251,814.46,19.743
Brazil,South America,2020-10-12,144412,3575,670.71,16.604
Brazil,South America,2020-10-19,153356,3257,712.25,15.127
Brazil,South America,2020-10-26,163002,3006,757.04,13.961
Brazil,South America,2020-11-02,114523,2538,531.89,11.787
Brazil,South America,2020-11-09,179471,2722,833.53,12.642
Brazil,South America,2020-11-16,209512,3876,973.06,18.002
Brazil,South America,2020-11-23,218186,3361,1013.34,15.61
Brazil,South America,2020-11-30,295618,3990,1372.97,18.531
Brazil,South America,2020-12-07,302259,4473,1403.81,20.774
Brazil,South America,2020-12-14,326751,5213,1517.56,24.211
Brazil,South America,2020-12-21,285582,4838,1326.35,22.47
Brazil,South America,2020-12-28,252018,4923,1170.47,22.864
Brazil,South America,2021-01-04,313130,6049,1454.3,28.094
Brazil,South America,2021-01-11,379784,6786,1763.87,31.517
Brazil,South America,2021-01-18,360428,6997,1673.97,32.497
Brazil,South America,2021-01-25,364593,7423,1693.31,34.475
Brazil,South America,2021-02-01,328652,7368,1526.39,34.22
Brazil,South America,2021-02-08,318290,7455,1478.26,34.624
Brazil,South America,2021-02-15,316221,7276,1468.65,33.793
Brazil,South America,2021-02-22,373954,8070,1736.79,37.48
Brazil,South America,2021-03-01,413597,9935,1920.91,46.142
Brazil,South America,2021-03-08,494153,12335,2295.04,57.289
Brazil,South America,2021-03-15,508010,15209,2359.4,70.637
Brazil,South America,2021-03-22,533024,16798,2475.57,78.016
Brazil,South America,2021-03-29,505668,21094,2348.52,97.969
Brazil,South America,2021-04-05,463092,20512,2150.78,95.266
Brazil,South America,2021-04-12,459281,20031,2133.08,93.032
Brazil,South America,2021-04-19,404623,17667,1879.23,82.052
Brazil,South America,2021-04-26,421933,17365,1959.62,80.65
Brazil,South America,2021-05-03,423438,15333,1966.61,71.212
Brazil,South America,2021-05-10,437076,13514,2029.95,62.764
Brazil,South America,2021-05-17,451424,13681,2096.59,63.54
Brazil,South America,2021-05-24,420981,12736,1955.2,59.151
Brazil,South America,2021-05-31,449478,11797,2087.55,54.79
Brazil,South America,2021-06-07,454710,13393,2111.85,62.202
Brazil,South America,2021-06-14,505344,14264,2347.01,66.248
Brazil,South America,2021-06-21,521298,12643,2421.11,58.719
Brazil,South America,2021-06-28,364709,10810,1693.85,50.206
Brazil,South America,2021-07-05,333030,9736,1546.72,45.218
Brazil,South America,2021-07-12,287610,8710,1335.77,40.453
Brazil,South America,2021-07-19,324334,7942,1506.33,36.886
Brazil,South America,2021-07-26,247830,7120,1151.02,33.068
Brazil,South America,2021-08-02,228473,6302,1061.12,29.269
Brazil,South America,2021-08-09,210254,6100,976.5,28.331
Brazil,South America,2021-08-16,209099,5649,971.14,26.236
Brazil,South America,2021-08-23,175807,4815,816.52,22.363
Brazil,South America,2021-08-30,152154,4344,706.66,20.175
Brazil,South America,2021-09-06,118790,3176,551.71,14.751
Brazil,South America,2021-09-13,105369,3727,489.37,17.31
Brazil,South America,2021-09-20,247397,4090,1149.01,18.996
Brazil,South America,2021-09-27,118035,3562,548.2,16.543
Brazil,South America,2021-10-04,105079,3200,488.03,14.862
Brazil,South America,2021-10-11,76746,2244,356.44,10.422
Brazil,South America,2021-10-18,84367,2470,391.83,11.472
Brazil,South America,2021-10-25,81558,2323,378.79,10.789
Brazil,South America,2021-11-01,69057,1598,320.73,7.422
Brazil,South America,2021-11-08,76738,1431,356.4,6.646
Brazil,South America,2021-11-15,64121,1879,297.8,8.727
Brazil,South America,2021-11-22,64313,1587,298.69,7.371
Brazil,South America,2021-11-29,61779,1443,286.93,6.702
Brazil,South America,2021-12-06,55415,1291,257.37,5.996
Brazil,South America,2021-12-13,24196,910,112.38,4.226
Brazil,South America,2021-12-20,21717,791,100.86,3.674
Brazil,South America,2021-12-27,56784,664,263.73,3.084
Brazil,South America,2022-01-03,162701,766,755.65,3.558
Brazil,South America,2022-01-10,476981,974,2215.29,4.524
Brazil,South America,2022-01-17,824579,1767,3829.67,8.207
Brazil,South America,2022-01-24,1283024,3321,5958.86,15.424
Brazil,South America,2022-01-31,1241025,4610,5763.8,21.411
Brazil,South America,2022-02-07,1009678,6658,4689.34,30.922
Brazil,South America,2022-02-14,773353,5877,3591.75,27.295
Brazil,South America,2022-02-21,519785,4361,2414.08,20.254
Brazil,South America,2022-02-28,395152,3865,1835.24,17.951
Brazil,South America,2022-03-07,331315,3301,1538.76,15.331
Brazil,South America,2022-03-14,267998,2242,1244.69,10.413
Brazil,South America,2022-03-21,229145,1768,1064.24,8.211
Brazil,South America,2022-03-28,172908,1436,803.05,6.669
Brazil,South America,2022-04-04,148798,1120,691.08,5.202
Brazil,South America,2022-04-11,123339,785,572.83,3.646
Brazil,South America,2022-04-18,91395,650,424.47,3.019
Brazil,South America,2022-04-25,94345,853,438.18,3.962
Brazil,South America,2022-05-02,110866,681,514.91,3.163
Brazil,South America,2022-05-09,120831,689,561.19,3.2
Brazil,South America,2022-05-16,97674,713,453.64,3.311
Brazil,South America,2022-05-23,158732,826,737.21,3.836
Brazil,South America,2022-05-30,216334,652,1004.74,3.028
Brazil,South America,2022-06-06,279862,989,1299.79,4.593
Brazil,South America,2022-06-13,256034,956,1189.12,4.44
Brazil,South America,2022-06-20,349791,1313,1624.57,6.098
Brazil,South America,2022-06-27,410897,1471,1908.37,6.832
Brazil,South America,2022-07-04,396781,1639,1842.81,7.612
Brazil,South America,2022-07-11,419273,1751,1947.27,8.132
Brazil,South America,2022-07-18,255610,1396,1187.15,6.484
Brazil,South America,2022-07-25,284971,1827,1323.52,8.485
Brazil,South America,2022-08-01,203772,1445,946.4,6.711
Brazil,South America,2022-08-08,153661,1495,713.66,6.943
Brazil,South America,2022-08-15,116106,1105,539.24,5.132
Brazil,South America,2022-08-22,104672,1039,486.14,4.826
Brazil,South America,2022-08-29,87236,865,405.16,4.017
Brazil,South America,2022-09-05,60594,551,281.42,2.559
Brazil,South America,2022-09-12,62346,487,289.56,2.262
Brazil,South America,2022-09-19,45342,450,210.59,2.09
Brazil,South America,2022-09-26,48097,286,223.38,1.328
Brazil,South America,2022-10-03,42613,767,197.91,3.562
Brazil,South America,2022-10-10,31325,341,145.49,1.584
Brazil,South America,2022-10-17,34180,383,158.75,1.779
Brazil,South America,2022-10-24,41585,553,193.14,2.568
Brazil,South America,2022-10-31,26836,252,124.64,1.17
Brazil,South America,2022-11-07,59135,324,274.65,1.505
Brazil,South America,2022-11-14,91297,251,424.02,1.166
Brazil,South America,2022-11-21,150008,535,696.7,2.485
Brazil,South America,2022-11-28,188043,632,873.35,2.935
Brazil,South America,2022-12-05,194170,603,901.8,2.801
Brazil,South America,2022-12-12,337810,1133,1568.92,5.262
Brazil,South America,2022-12-19,254811,933,1183.44,4.333
Brazil,South America,2022-12-26,206944,1110,961.13,5.155
Brazil,South America,2023-01-02,145933,926,677.77,4.301
Brazil,South America,2023-01-09,120721,457,560.68,2.122
Brazil,South America,2023-01-16,114916,952,533.71,4.421
Brazil,South America,2023-01-23,78416,554,364.19,2.573
Brazil,South America,2023-01-30,75391,603,350.15,2.801
Brazil,South America,2023-02-06,63681,317,295.76,1.472
Brazil,South America,2023-02-13,57343,385,266.32,1.788
Brazil,South America,2023-02-20,32849,881,152.56,4.092
Brazil,South America,2023-02-27,55522,348,257.87,1.616
Brazil,South America,2023-03-06,9467,34,43.97,0.158
Brazil,South America,2023-03-13,59994,324,278.64,1.505
Brazil,South America,2023-03-20,59163,283,274.78,1.314
Brazil,South America,2023-03-27,53986,322,250.73,1.495
Brazil,South America,2023-04-03,60591,317,281.41,1.472
Brazil,South America,2023-04-10,38838,255,180.38,1.184
Brazil,South America,2023-04-17,49140,404,228.23,1.876
Brazil,South America,2023-04-24,42186,279,195.93,1.296
Brazil,South America,2023-05-01,0,0,0.0,0.0
China,Asia,2019-12-30,1,0,0.0,0.0
China,Asia,2020-01-06,44,1,0.03,0.001
China,Asia,2020-01-13,80,2,0.06,0.001
China,Asia,2020-01-20,1860,53,1.3,0.037
China,Asia,2020-01-27,12426,305,8.71,0.214
China,Asia,2020-02-03,22840,544,16.02,0.382
China,Asia,2020-02-10,31333,862,21.97,0.605
China,Asia,2020-02-17,8458,679,5.93,0.476
China,Asia,2020-02-24,2926,427,2.05,0.299
China,Asia,2020-03-02,891,228,0.62,0.16
China,Asia,2020-03-09,189,103,0.13,0.072
China,Asia,2020-03-16,450,63,0.32,0.044
China,Asia,2020-03-23,843,39,0.59,0.027
China,Asia,2020-03-30,589,32,0.41,0.022
China,Asia,2020-04-06,552,11,0.39,0.008
China,Asia,2020-04-13,719,1293,0.5,0.907
China,Asia,2020-04-20,137,0,0.1,0.0
China,Asia,2020-04-27,55,1,0.04,0.001
China,Asia,2020-05-04,37,0,0.03,0.0
China,Asia,2020-05-11,54,2,0.04,0.001
China,Asia,2020-05-18,41,0,0.03,0.0
China,Asia,2020-05-25,45,0,0.03,0.0
China,Asia,2020-06-01,59,0,0.04,0.0
China,Asia,2020-06-08,100,0,0.07,0.0
China,Asia,2020-06-15,268,1,0.19,0.001
China,Asia,2020-06-22,193,2,0.14,0.001
China,Asia,2020-06-29,116,0,0.08,0.0
China,Asia,2020-07-06,216,0,0.15,0.0
China,Asia,2020-07-13,415,5,0.29,0.004
China,Asia,2020-07-20,902,6,0.63,0.004
China,Asia,2020-07-27,1463,15,1.03,0.011
China,Asia,2020-08-03,847,14,0.59,0.01
China,Asia,2020-08-10,612,22,0.43,0.015
China,Asia,2020-08-17,380,7,0.27,0.005
China,Asia,2020-08-24,210,11,0.15,0.008
China,Asia,2020-08-31,166,7,0.12,0.005
China,Asia,2020-09-07,149,6,0.1,0.004
China,Asia,2020-09-14,174,3,0.12,0.002
China,Asia,2020-09-21,126,2,0.09,0.001
China,Asia,2020-09-28,155,0,0.11,0.0
China,Asia,2020-10-05,184,0,0.13,0.0
China,Asia,2020-10-12,184,0,0.13,0.0
China,Asia,2020-10-19,185,0,0.13,0.0
China,Asia,2020-10-26,247,0,0.17,0.0
China,Asia,2020-11-02,274,2,0.19,0.001
China,Asia,2020-11-09,233,1,0.16,0.001
China,Asia,2020-11-16,220,0,0.15,0.0
China,Asia,2020-11-23,681,1,0.48,0.001
China,Asia,2020-11-30,831,3,0.58,0.002
China,Asia,2020-12-07,790,3,0.55,0.002
China,Asia,2020-12-14,766,14,0.54,0.01
China,Asia,2020-12-21,608,7,0.43,0.005
China,Asia,2020-12-28,648,14,0.45,0.01
China,Asia,2021-01-04,680,7,0.48,0.005
China,Asia,2021-01-11,1142,6,0.8,0.004
China,Asia,2021-01-18,1342,6,0.94,0.004
China,Asia,2021-01-25,838,13,0.59,0.009
China,Asia,2021-02-01,342,8,0.24,0.006
China,Asia,2021-02-08,220,7,0.15,0.005
China,Asia,2021-02-15,164,4,0.12,0.003
China,Asia,2021-02-22,220,1,0.15,0.001
China,Asia,2021-03-01,181,5,0.13,0.004
China,Asia,2021-03-08,262,1,0.18,0.001
China,Asia,2021-03-15,176,0,0.12,0.0
China,Asia,2021-03-22,159,2,0.11,0.001
China,Asia,2021-03-29,210,0,0.15,0.0
China,Asia,2021-04-05,205,2,0.14,0.001
China,Asia,2021-04-12,202,3,0.14,0.002
China,Asia,2021-04-19,169,0,0.12,0.0
China,Asia,2021-04-26,183,2,0.13,0.001
China,Asia,2021-05-03,141,0,0.1,0.0
China,Asia,2021-05-10,617,0,0.43,0.0
China,Asia,2021-05-17,2762,11,1.94,0.008
China,Asia,2021-05-24,3959,86,2.78,0.06
China,Asia,2021-05-31,3521,151,2.47,0.106
China,Asia,2021-06-07,1634,177,1.15,0.124
China,Asia,2021-06-14,1247,112,0.87,0.079
China,Asia,2021-06-21,810,83,0.57,0.058
China,Asia,2021-06-28,538,57,0.38,0.04
China,Asia,2021-07-05,425,53,0.3,0.037
China,Asia,2021-07-12,377,28,0.26,0.02
China,Asia,2021-07-19,515,18,0.36,0.013
China,Asia,2021-07-26,624,3,0.44,0.002
China,Asia,2021-08-02,847,20,0.59,0.014
China,Asia,2021-08-09,694,12,0.49,0.008
China,Asia,2021-08-16,320,7,0.22,0.005
China,Asia,2021-08-23,297,6,0.21,0.004
China,Asia,2021-08-30,236,3,0.17,0.002
China,Asia,2021-09-06,313,2,0.22,0.001
China,Asia,2021-09-13,558,2,0.39,0.001
China,Asia,2021-09-20,393,1,0.28,0.001
China,Asia,2021-09-27,310,2,0.22,0.001
China,Asia,2021-10-04,250,3,0.18,0.002
China,Asia,2021-10-11,199,0,0.14,0.0
China,Asia,2021-10-18,311,0,0.22,0.0
China,Asia,2021-10-25,513,1,0.36,0.001
China,Asia,2021-11-01,632,0,0.44,0.0
China,Asia,2021-11-08,550,1,0.39,0.001
China,Asia,2021-11-15,252,0,0.18,0.0
China,Asia,2021-11-22,252,0,0.18,0.0
China,Asia,2021-11-29,629,0,0.44,0.0
China,Asia,2021-12-06,689,0,0.48,0.0
China,Asia,2021-12-13,712,2,0.5,0.001
China,Asia,2021-12-20,1064,0,0.75,0.0
China,Asia,2021-12-27,1650,0,1.16,0.0
China,Asia,2022-01-03,1643,0,1.15,0.0
China,Asia,2022-01-10,1876,1,1.32,0.001
China,Asia,2022-01-17,1323,0,0.93,0.0
China,Asia,2022-01-24,1642,0,1.15,0.0
China,Asia,2022-01-31,2057,0,1.44,0.0
China,Asia,2022-02-07,8591,6,6.03,0.004
China,Asia,2022-02-14,31127,70,21.83,0.049
China,Asia,2022-02-21,120387,372,84.43,0.261
China,Asia,2022-02-28,302580,1348,212.2,0.945
China,Asia,2022-03-07,158173,1986,110.93,1.393
China,Asia,2022-03-14,84389,1905,59.18,1.336
China,Asia,2022-03-21,43971,1356,30.84,0.951
China,Asia,2022-03-28,32276,920,22.64,0.645
China,Asia,2022-04-04,21648,599,15.18,0.42
China,Asia,2022-04-11,30667,372,21.51,0.261
China,Asia,2022-04-18,42303,247,29.67,0.173
China,Asia,2022-04-25,91983,392,64.51,0.275
China,Asia,2022-05-02,227721,177,159.7,0.124
China,Asia,2022-05-09,414077,192,290.4,0.135
China,Asia,2022-05-16,554051,347,388.57,0.243
China,Asia,2022-05-23,573340,669,402.09,0.469
China,Asia,2022-05-30,513969,1044,360.46,0.732
China,Asia,2022-06-06,489982,1194,343.63,0.837
China,Asia,2022-06-13,406469,1091,285.06,0.765
China,Asia,2022-06-20,323183,982,226.65,0.689
China,Asia,2022-06-27,230021,689,161.32,0.483
China,Asia,2022-07-04,223915,709,157.04,0.497
China,Asia,2022-07-11,197555,528,138.55,0.37
China,Asia,2022-07-18,180690,458,126.72,0.321
China,Asia,2022-07-25,172003,351,120.63,0.246
China,Asia,2022-08-01,163340,330,114.55,0.231
China,Asia,2022-08-08,166696,224,116.91,0.157
China,Asia,2022-08-15,172424,241,120.92,0.169
China,Asia,2022-08-22,194464,267,136.38,0.187
China,Asia,2022-08-29,238044,292,166.94,0.205
China,Asia,2022-09-05,263288,296,184.65,0.208
China,Asia,2022-09-12,297693,358,208.78,0.251
China,Asia,2022-09-19,292476,532,205.12,0.373
China,Asia,2022-09-26,303092,365,212.56,0.256
China,Asia,2022-10-03,333830,435,234.12,0.305
China,Asia,2022-10-10,328910,427,230.67,0.299
China,Asia,2022-10-17,285348,479,200.12,0.336
China,Asia,2022-10-24,257994,510,180.94,0.358
China,Asia,2022-10-31,219102,479,153.66,0.336
China,Asia,2022-11-07,171745,431,120.45,0.302
